t,y1,y2,y3,y4,y5,x1,x2,x3,x5,x6,x7_sin,x7_cos,x4_zero,x4_nonzero,x8_zero,x8_nonzero
2022-08-05 00:00:00,3.068052935133617,3.4657359027997265,5.950642552587727,3.4372078191851885,2.8903717578961645,3.280911215787653,0.7857142857142857,3.148453360571655,6.9191896566078,2.0014800002101243,-0.9612616959383188,0.2756373558169994,1,0,1,0
2022-08-05 01:00:00,3.152736022363656,3.5380565643793527,5.8111409929767,3.32862668882732,2.8903717578961645,3.261935314328648,0.75,3.104586678466073,6.918893023392593,2.302585092994046,-0.9961946980917455,0.08715574274765789,1,0,1,0
2022-08-05 02:00:00,3.254242968705492,3.6349511120883804,5.793013608384144,3.3178157727231046,2.89591193827178,3.2308043957334744,0.7738095238095237,3.0819099697950434,6.918893023392593,2.151762203259462,-0.9902680687415704,-0.13917310096006494,1,0,1,0
2022-08-05 03:00:00,3.3250360206965914,3.703768066607687,5.831882477283517,3.353406717825807,2.917770732084279,3.2308043957334744,0.7857142857142857,3.0726933146901194,6.918991910908125,1.9878743481543455,-0.8571673007021121,-0.5150380749100545,1,0,1,0
2022-08-05 04:00:00,3.342861804649192,3.713572066704308,5.953243334287785,3.4011973816621555,2.995732273553991,3.2308043957334744,0.8214285714285714,3.077312260546414,6.919387363211845,1.62924053973028,-0.6156614753256578,-0.7880107536067222,1,0,1,0
2022-08-05 05:00:00,3.4404180948154366,3.8088822465086327,6.118097198041348,3.4307561839036995,3.1179499062782403,3.2308043957334744,0.8452380952380951,3.077312260546414,6.919585030735714,1.4586150226995167,-0.22495105434386498,-0.9743700647852352,1,0,1,0
2022-08-05 06:00:00,3.708682081410116,4.075841090657541,6.302618975744905,3.459466289786131,3.261935314328648,3.2308043957334744,0.8452380952380951,3.091042453358316,6.919881458779978,1.5260563034950494,-0.10452846326765305,-0.9945218953682734,1,0,1,0
2022-08-05 07:00:00,3.254242968705492,3.6136169696133895,6.61472560020376,3.6054978451748854,3.258096538021482,3.265759410767051,0.738095238095238,3.100092288878234,6.919881458779978,1.5686159179138452,-0.2923717047227364,-0.9563047559630355,1,0,0,1
2022-08-05 08:00:00,3.0106208860477417,3.380994674344636,6.54534966033442,3.6054978451748854,3.3214324131932926,3.3250360206965914,0.6547619047619048,3.091042453358316,6.920276559535809,1.1631508098056809,0.6018150231520482,-0.7986355100472929,1,0,0,1
2022-08-05 09:00:00,2.990719731730447,3.370738174177447,6.437751649736401,3.6027767550605247,3.40452517175483,3.370738174177447,0.5714285714285714,3.077312260546414,6.9203753103382395,1.1631508098056809,0.5150380749100542,0.8571673007021123,1,0,0,1
2022-08-05 10:00:00,3.152736022363656,3.5322256440685598,6.284134161070802,3.5496173867804286,3.484312288372662,3.407841924380824,0.488095238095238,3.039749158970765,6.920177798980694,1.7578579175523736,0.224951054343865,0.9743700647852352,1,0,0,1
2022-08-05 11:00:00,3.2386784521643803,3.6136169696133895,6.182084906716632,3.427514689979529,3.505557396986398,3.4372078191851885,0.44047619047619047,3.0155349008501706,6.9191896566078,1.9878743481543455,0.40673664307580015,0.9135454576426009,1,0,0,1
2022-08-05 12:00:00,3.2188758248682006,3.594568774642695,6.082218910376446,3.2228678461377385,3.5115454388310208,3.4688560301359703,0.33333333333333326,2.9601050959108397,6.918299492857808,2.1972245773362196,0.5877852522924731,0.8090169943749475,1,0,0,1
2022-08-05 13:00:00,3.1822118404966093,3.5553480614894135,5.976350909297934,2.9856819377004897,3.5234150143864045,3.4873750779032076,0.2738095238095238,2.9601050959108397,6.917606595032511,2.322387720290225,0.6293203910498374,0.7771459614569709,1,0,0,1
2022-08-05 14:00:00,3.152736022363656,3.520460802488973,5.926926025970411,2.9231615807191558,3.5553480614894135,3.4688560301359703,0.36904761904761907,2.970414465569701,6.917111373906162,2.5494451709255714,0.3420201433256687,0.9396926207859084,1,0,0,1
2022-08-05 15:00:00,3.1354942159291497,3.502549875922443,5.905361848054571,2.9444389791664403,3.597312260588446,3.4242626545931514,0.5714285714285714,3.144152278672264,6.916516784650709,2.772588722239781,0.1908089953765448,0.981627183447664,1,0,0,1
2022-08-05 16:00:00,3.139832617527748,3.5115454388310208,5.955837369464831,3.100092288878234,3.616308761279101,3.40452517175483,0.6190476190476191,3.157000421150113,6.916516784650709,2.7788192719904172,0.42261826174069944,0.9063077870366499,1,0,0,1
2022-08-05 17:00:00,3.1986731175506815,3.56953269648137,6.082218910376446,3.3463891451671604,3.58351893845611,3.3775875160230218,0.6428571428571428,3.152736022363656,6.916814123470483,2.740840023925201,0.6691306063588582,0.7431448254773942,1,0,0,1
2022-08-05 18:00:00,3.139832617527748,3.5115454388310208,6.2422232654551655,3.6027767550605247,3.520460802488973,3.3463891451671604,0.6904761904761905,3.152736022363656,6.917606595032511,1.8562979903656263,0.6018150231520483,0.7986355100472928,1,0,1,0
2022-08-05 19:00:00,3.0955776085237074,3.462606009790799,6.3080984415095305,3.7727609380946383,3.2068032436339315,3.342861804649192,0.75,3.190476350346503,6.918794126097353,1.840549633397487,0.4694715627858908,0.882947592858927,1,0,1,0
2022-08-05 20:00:00,2.9014215940827497,3.2733640101522705,6.322565239927284,3.728100167267218,3.1986731175506815,3.3250360206965914,0.7261904761904762,3.152736022363656,6.91928851479581,1.62924053973028,0.7071067811865475,0.7071067811865476,1,0,1,0
2022-08-05 21:00:00,2.8903717578961645,3.258096538021482,6.340359303727752,3.6609942506244004,3.1822118404966093,3.32862668882732,0.6785714285714285,3.122364924487357,6.919585030735714,2.0412203288596382,0.5877852522924731,0.8090169943749475,1,0,1,0
2022-08-05 22:00:00,2.995732273553991,3.367295829986474,6.322565239927284,3.56953269648137,3.1780538303479458,3.3250360206965914,0.7142857142857142,3.144152278672264,6.919881458779978,2.2407096892759584,0.17364817766693033,0.984807753012208,1,0,1,0
2022-08-05 23:00:00,3.0633909220278057,3.4307561839036995,6.236369590203704,3.502549875922443,3.186352633162641,3.306886702190914,0.75,3.152736022363656,6.920079028670969,1.791759469228055,-2.4492935982947064e-16,1.0,1,0,1,0
2022-08-06 00:00:00,3.1654750481410856,3.5322256440685598,6.09807428216624,3.4339872044851463,3.202746442938317,3.339321977944068,0.6904761904761905,3.139832617527748,6.920079028670969,1.667706820558076,-0.6691306063588581,0.7431448254773942,1,0,1,0
2022-08-06 01:00:00,3.3032169733019514,3.66612246699132,5.932245187448011,3.391147045808654,3.246490991901174,3.269568939183719,0.7976190476190476,3.144152278672264,6.919486201857835,1.9459101490553132,-0.9563047559630353,-0.2923717047227371,1,0,1,0
2022-08-06 02:00:00,3.481240089335692,3.845883202923601,5.8664680569332965,3.4242626545931514,3.3032169733019514,3.254242968705492,0.7976190476190476,3.126760535960395,6.9191896566078,2.501435951739211,-0.9335804264972016,-0.3583679495453007,1,0,1,0
2022-08-06 03:00:00,3.7232808808312687,4.084294226368599,5.840641657373398,3.4965075614664802,3.370738174177447,3.2347491740244907,0.8095238095238095,3.1179499062782403,6.918893023392593,2.4932054526026954,-0.9063077870366497,-0.42261826174069994,1,0,1,0
2022-08-06 04:00:00,3.919991175077323,4.279440045898781,5.945420608606575,3.6109179126442243,3.462606009790799,3.2308043957334744,0.8214285714285714,3.1179499062782403,6.918991910908125,2.302585092994046,-0.874619707139396,-0.48480962024633684,1,0,1,0
2022-08-06 05:00:00,4.070734696582967,4.432006566978902,6.186208623900494,3.7376696182833684,3.5263605246161616,3.2308043957334744,0.8690476190476191,3.1354942159291497,6.9191896566078,1.9315214116032138,-0.7880107536067221,-0.6156614753256581,1,0,1,0
2022-08-06 06:00:00,4.23410650459726,4.59511985013459,6.448889394146858,3.8712010109078907,3.58351893845611,3.2308043957334744,0.8809523809523809,3.1354942159291497,6.919486201857835,1.6863989535702286,-0.8191520442889916,-0.5735764363510464,1,0,1,0
2022-08-06 07:00:00,3.9435216724875173,4.308110951723713,6.93828448401696,4.039536325727106,3.768152635008444,3.292126286607793,0.75,3.131136910560194,6.920177798980694,1.9878743481543455,-0.913545457642601,-0.4067366430758001,1,0,0,1
2022-08-06 08:00:00,3.793239469438179,4.168214410788556,6.859614903654202,3.927896354584436,3.817712325956905,3.32862668882732,0.7023809523809523,3.139832617527748,6.92086891812752,1.8082887711792655,-0.9902680687415704,-0.13917310096006494,1,0,0,1
2022-08-06 09:00:00,3.747148362237912,4.127134385045092,6.734591659972948,3.7376696182833684,3.8815637979434374,3.3568971227655755,0.6666666666666666,3.144152278672264,6.9205727826927514,1.7227665977411035,-0.9510565162951536,0.30901699437494723,1,0,0,1
2022-08-06 10:00:00,3.728100167267218,4.11251186617755,6.568077911411976,3.4404180948154366,3.92395157629342,3.3877743613300146,0.6071428571428571,3.131136910560194,6.9205727826927514,2.0412203288596382,-0.5877852522924734,0.8090169943749473,1,0,0,1
2022-08-06 11:00:00,3.6938669956249752,4.079230924412053,6.489204931325317,3.2188758248682006,3.8877303128591016,3.4111477125153233,0.5476190476190476,3.100092288878234,6.919486201857835,2.151762203259462,-0.4226182617407,0.9063077870366497,1,0,0,1
2022-08-06 12:00:00,3.6402142821326553,4.028916756899646,6.436150368369428,2.9652730660692823,3.817712325956905,3.4339872044851463,0.47619047619047616,3.0587070727153796,6.918596302160012,2.1972245773362196,-0.45399049973954697,0.8910065241883678,1,0,0,1
2022-08-06 13:00:00,3.594568774642695,3.9815490680767565,6.3818160174060985,2.681021528714291,3.728100167267218,3.4404180948154366,0.45238095238095233,3.039749158970765,6.9175075704248155,2.1400661634962708,-0.29237170472273627,0.9563047559630357,1,0,0,1
2022-08-06 14:00:00,3.5751506887855933,3.9627161197436642,6.336825731146441,2.5494451709255714,3.7062280924485496,3.449987545831587,0.44047619047619047,3.0349529867072724,6.9167150203536085,1.8082887711792655,0.13917310096006544,0.9902680687415704,1,0,0,1
2022-08-06 15:00:00,3.529297384289471,3.919991175077323,6.298949246855942,2.517696472610991,3.7013019741124933,3.449987545831587,0.41666666666666663,3.005682604407159,6.9161201953137645,1.8562979903656263,0.6691306063588582,0.7431448254773942,1,0,0,1
2022-08-06 16:00:00,3.4904285153900982,3.885679030088544,6.318968113746434,2.8154087194227095,3.6938669956249752,3.4404180948154366,0.41666666666666663,2.995732273553991,6.91592184164853,2.2082744135228043,0.9335804264972017,0.3583679495453004,1,0,0,1
2022-08-06 17:00:00,3.5322256440685598,3.9259259105971376,6.423246963533519,3.258096538021482,3.6838669122903918,3.407841924380824,0.47619047619047616,3.0252910757955354,6.916615907414333,2.1162555148025524,0.9876883405951378,0.15643446504023092,1,0,0,1
2022-08-06 18:00:00,3.744787086052232,4.135166556742356,6.56244409369372,3.6609942506244004,3.6712245188752153,3.380994674344636,0.5833333333333333,3.100092288878234,6.9172104377528925,2.4336133554004498,0.9702957262759965,0.2419218955996679,1,0,1,0
2022-08-06 19:00:00,3.7999735016195233,4.185098925490565,6.498282149476434,3.6054978451748854,3.703768066607687,3.370738174177447,0.6428571428571428,3.139832617527748,6.918596302160012,2.2512917986064953,0.8090169943749475,0.5877852522924731,1,0,1,0
2022-08-06 20:00:00,3.885679030088544,4.269697449699962,6.6039438246004725,3.8066624897703196,3.6635616461296463,3.3603753871419,0.6904761904761905,3.1654750481410856,6.919090788645883,2.653241964607215,0.8746197071393957,0.4848096202463371,1,0,1,0
2022-08-06 21:00:00,3.7864597824528,4.168214410788556,6.7357800142423265,4.030694535145645,3.6000482404073204,3.349904087274605,0.738095238095238,3.1945831322991562,6.919387363211845,2.7013612129514133,0.984807753012208,0.17364817766693041,1,0,1,0
2022-08-06 22:00:00,3.6082115510464816,3.9889840465642745,6.7912214627261855,4.155753190350744,3.4965075614664802,3.3463891451671604,0.7023809523809523,3.157000421150113,6.919881458779978,2.8094026953624973,0.9659258262890683,-0.25881904510252085,1,0,1,0
2022-08-06 23:00:00,3.353406717825807,3.735285826928092,6.656726524178391,4.030694535145645,3.3978584803966405,3.32862668882732,0.7261904761904762,3.157000421150113,6.919881458779978,2.8622008809294686,0.9396926207859084,-0.3420201433256687,1,0,1,0
2022-08-07 00:00:00,3.157000421150113,3.5380565643793527,6.376726947898627,3.7400477406883357,3.2733640101522705,3.3105430133940246,0.75,3.152736022363656,6.919782659194856,2.6461747973841225,0.7986355100472927,-0.6018150231520484,1,0,1,0
2022-08-07 01:00:00,3.109060958860994,3.493472657771326,5.942799375126701,3.292126286607793,3.148453360571655,3.280911215787653,0.8095238095238095,3.169685580677429,6.9191896566078,2.272125885509337,0.6156614753256584,-0.7880107536067219,1,0,1,0
2022-08-07 02:00:00,3.2068032436339315,3.58351893845611,5.7745515455444085,3.186352633162641,3.131136910560194,3.269568939183719,0.8333333333333333,3.1654750481410856,6.918991910908125,1.8245492920510458,0.4226182617406995,-0.9063077870366499,1,0,1,0
2022-08-07 03:00:00,3.3978584803966405,3.775057150354989,5.723585101952381,3.2228678461377385,3.157000421150113,3.250374491927572,0.8452380952380951,3.157000421150113,6.918794126097353,1.3862943611198906,-0.2419218955996675,-0.9702957262759965,1,0,1,0
2022-08-07 04:00:00,3.6375861597263857,4.01096295328305,5.733341276897746,3.265759410767051,3.258096538021482,3.2386784521643803,0.8928571428571428,3.173878458937465,6.919090788645883,1.62924053973028,-0.6156614753256578,-0.7880107536067222,1,0,1,0
2022-08-07 05:00:00,3.899950424193877,4.269697449699962,5.765191102784844,3.190476350346503,3.40452517175483,3.2308043957334744,0.8928571428571428,3.169685580677429,6.91928851479581,2.0794415416798357,-0.8191520442889916,-0.5735764363510464,1,0,1,0
2022-08-07 06:00:00,4.182050142641207,4.547541073151455,5.834810737062605,3.0726933146901194,3.5751506887855933,3.2308043957334744,0.8928571428571428,3.1612467120315646,6.919486201857835,2.1972245773362196,-0.8090169943749473,-0.5877852522924732,1,0,1,0
2022-08-07 07:00:00,3.8979240810486444,4.273884476054178,6.663132695990803,3.751854253275325,3.906004933102583,3.292126286607793,0.7738095238095237,3.148453360571655,6.919881458779978,2.33214389523559,-0.8090169943749473,-0.5877852522924732,1,0,0,1
2022-08-07 08:00:00,3.55820113047182,3.9512437185814275,6.595780513961311,3.6428355156125294,3.86702563949741,3.342861804649192,0.6666666666666666,3.131136910560194,6.9203753103382395,1.8870696490323797,-0.8910065241883678,-0.4539904997395469,1,0,0,1
2022-08-07 09:00:00,3.5524868292083815,3.9512437185814275,6.492239835020471,3.462606009790799,3.8110970868381857,3.3775875160230218,0.6190476190476191,3.126760535960395,6.9204740513899115,1.547562508716013,-0.9816271834476641,0.19080899537654425,1,0,0,1
2022-08-07 10:00:00,3.4873750779032076,3.885679030088544,6.338594078203183,3.1780538303479458,3.7184382563554808,3.407841924380824,0.5714285714285714,3.1179499062782403,6.919881458779978,1.6094379124341003,-0.45399049973954697,0.8910065241883678,1,0,0,1
2022-08-07 11:00:00,3.3638415951183864,3.7612001156935624,6.230481447578482,2.9496883350525844,3.6375861597263857,3.417726683613366,0.5714285714285714,3.131136910560194,6.918991910908125,1.8082887711792655,0.13917310096006544,0.9902680687415704,1,0,0,1
